"NT_GER","QE_I08","QE_I04","QE_I05"
58,"A","B","C"
58,"E","F","F"
58,"E","D","E"
58,"B","D","B"
58,NA,NA,NA
58,"C","D","D"
58,"A","B","B"
57.9,"A","B","C"
57.9,"A","A","B"
57.9,"A","B","B"
57.9,"B","B","C"
57.9,"C","F","E"
57.9,"B","E","E"
57.9,"B","D","D"
57.9,"E","D","D"
57.9,"B","C","B"
57.9,"B","B","B"
57.9,"C","B","C"
57.9,"E","D","E"
57.8,"B","D","E"
57.8,"A","B","C"
57.8,"C","D","D"
57.8,"C","D","D"
57.8,"C","D","C"
57.8,"A","B","C"
57.8,"E","E","D"
57.8,"E","D","F"
57.8,"A","B","B"
57.8,"B","C","F"
57.8,"B","B","B"
57.8,"F","E","F"
57.7,"B","B","A"
57.7,"A","E","C"
57.7,"B","B","D"
57.7,"F","E","F"
57.7,"A","D","C"
57.7,"A","E","E"
57.7,"E","E","E"
57.7,"E","D","E"
57.7,"C","B","D"
57.7,"B","E","C"
57.7,"B","D","D"
57.7,"D","E","F"
57.6,"A","B","B"
57.6,"A","E","B"
57.6,"B","D","B"
57.6,"C","D","D"
57.6,"A","D","B"
57.6,"C","D","F"
57.6,"D","E","E"
57.6,"A","B","D"
57.6,"C","E","E"
57.6,"A","B","B"
57.6,"C","D","D"
57.6,"B","D","D"
57.5,"C","D","D"
57.5,"B","B","B"
57.5,"B","A","D"
57.5,"A","B","B"
57.5,"B","C","C"
57.5,"B","D","E"
57.5,"B","F","F"
57.5,"F","E","E"
57.5,"A","A","B"
57.5,"B","D","D"
57.5,"B","B","E"
57.5,"A","B","B"
57.5,"B","D","F"
57.4,"A","C","E"
57.4,"A","B","A"
57.4,"A","B","A"
57.4,"A","F","D"
57.4,"F","E","F"
57.4,"C","D","C"
57.4,"A","B","E"
57.4,"B","E","E"
57.4,"G","E","D"
57.4,"F","E","F"
57.4,"F","D","E"
57.3,"A","C","B"
57.3,"A","C","C"
57.3,"E","D","F"
57.3,"E","D","F"
57.3,"B","D","B"
57.3,"B","D","D"
57.3,"D","D","D"
57.3,"C","C","E"
57.3,"C","D","D"
57.3,"E","D","E"
57.3,"C","D","D"
57.3,"B","E","E"
57.3,"B","B","E"
57.3,"A","A","B"
57.3,"E","E","E"
57.3,"D","F","F"
57.2,"A","B","B"
57.2,"B","B","E"
57.2,"E","D","E"
57.2,"C","B","D"
57.2,"E","F","F"
57.2,"C","B","E"
57.2,"E","F","E"
57.2,"A","B","C"
57.2,"E","D","E"
57.2,"C","E","D"
57.2,"A","B","D"
57.2,"A","A","B"
57.2,"F","E","D"
57.2,"A","B","B"
57.2,"A","B","B"
57.1,"D","C","E"
57.1,"B","B","B"
57.1,"C","A","D"
57.1,"B","D","D"
57.1,"A","B","B"
57.1,"C","E","E"
57.1,NA,NA,NA
57.1,"E","F","F"
57.1,"A","B","C"
57.1,NA,NA,NA
57.1,"A","C","B"
57.1,"B","B","B"
57.1,"B","D","E"
57,"B","C","D"
57,"B","E","C"
57,"B","C","B"
57,"B","D","D"
57,"E","E","D"
57,"E","F","D"
56.9,"A","B","B"
56.9,"A","B","B"
56.9,"A","D","C"
56.9,"F","E","E"
56.9,"A","A","B"
56.9,"G","F","F"
56.9,"D","E","E"
56.9,"A","B","B"
56.9,"B","B","E"
56.9,"C","D","D"
56.9,"F","F","F"
56.9,"A","B","B"
56.9,"A","A","A"
56.9,"B","C","E"
56.8,"B","C","C"
56.8,"C","D","F"
56.8,"B","B","E"
56.8,"A","B","C"
56.8,"A","D","B"
56.8,"B","A","B"
56.8,"C","C","B"
56.8,"B","A","A"
56.8,"B","D","D"
56.8,"F","F","E"
56.8,"B","D","D"
56.8,"A","B","B"
56.8,"A","A","B"
56.8,"B","D","D"
56.7,"C","B","B"
56.7,NA,NA,NA
56.7,"B","D","D"
56.7,"B","A","B"
56.7,"A","E","B"
56.7,"B","E","E"
56.7,"C","E","D"
56.7,"A","A","B"
56.7,"B","B","C"
56.7,"B","D","D"
56.7,"G","E","E"
56.7,"F","F","F"
56.7,"C","F","F"
56.7,"B","E","C"
56.7,"C","D","D"
56.7,"G","E","E"
56.7,"A","B","C"
56.6,"A","D","D"
56.6,"C","C","D"
56.6,"B","C","B"
56.6,"A","C","C"
56.6,"E","D","F"
56.6,"C","D","E"
56.6,"F","E","E"
56.6,"C","D","E"
56.6,"B","D","D"
56.6,"D","D","F"
56.6,"C","C","B"
56.6,"F","D","D"
56.6,"A","B","D"
56.6,"B","A","A"
56.6,"B","A","C"
56.6,"B","E","D"
56.6,"A","A","B"
56.6,"C","E","E"
56.5,"C","B","B"
56.5,"A","A","B"
56.5,"B","C","C"
56.5,"B","B","D"
56.5,"C","E","E"
56.5,"B","B","C"
56.5,"B","B","B"
56.5,"C","E","E"
56.5,"B","F","F"
56.5,"F","D","E"
56.5,"B","D","D"
56.5,"B","D","D"
56.5,"D","E","F"
56.4,"A","C","C"
56.4,"D","E","D"
56.4,"C","F","D"
56.4,"F","E","F"
56.4,"E","E","E"
56.4,"B","D","F"
56.4,"A","B","F"
56.4,"A","A","D"
56.4,"A","B","C"
56.4,"A","B","D"
56.4,"A","D","D"
56.4,"B","B","B"
56.4,"B","B","B"
56.3,"B","B","C"
56.3,"E","D","D"
56.3,"C","E","E"
56.3,"A","B","B"
56.3,"A","C","C"
56.3,"D","D","E"
56.3,"A","A","D"
56.3,"B","C","C"
56.3,"C","E","D"
56.3,"B","D","D"
56.3,NA,NA,NA
56.3,"A","B","B"
56.2,"A","A","B"
56.2,"A","A","B"
56.2,"C","C","C"
56.2,"A","D","D"
56.2,"E","D","F"
56.1,"B","B","D"
56.1,"A","B","D"
56.1,"C","D","D"
56.1,"A","C","D"
56.1,"C","D","D"
56.1,"C","D","D"
56.1,"D","D","F"
56.1,"D","B","D"
56.1,"C","D","D"
56.1,"A","A","A"
56.1,"B","A","A"
56.1,"B","E","D"
56.1,"D","B","B"
56.1,"D","E","E"
56,"A","D","D"
56,"B","A","A"
56,"C","D","D"
56,"A","D","B"
56,"C","F","F"
56,"C","B","B"
56,"A","A","A"
56,"B","B","E"
56,"D","D","F"
56,"A","B","B"
55.9,"G","C","C"
55.9,"B","A","E"
55.9,"A","A","D"
55.9,"B","B","B"
55.9,"A","D","E"
55.9,"A","B","C"
55.9,"F","F","F"
55.9,"C","D","D"
55.9,"C","E","D"
55.9,"D","C","D"
55.9,"A","C","D"
55.9,"A","B","B"
55.9,"B","D","E"
55.9,"G","E","E"
55.9,"A","A","B"
55.9,"D","D","F"
55.9,"F","E","D"
55.8,"A","B","D"
55.8,"A","B","C"
55.8,"A","A","A"
55.8,"A","B","B"
55.8,"E","D","E"
55.8,"E","D","E"
55.8,"A","D","C"
55.8,"E","F","F"
55.8,"E","F","F"
55.8,"C","E","E"
55.8,"F","D","C"
55.8,"D","D","F"
55.8,"A","A","C"
55.8,"C","B","D"
55.8,"B","B","D"
55.8,"F","D","E"
55.8,"B","C","D"
55.8,"F","E","D"
55.7,"B","D","F"
55.7,"A","B","B"
55.7,"A","C","D"
55.7,"A","C","D"
55.7,"A","B","E"
55.7,"C","D","D"
55.7,"C","B","D"
55.7,"E","E","D"
55.7,"E","D","E"
55.7,"E","F","F"
55.7,"B","C","C"
55.7,"B","A","D"
55.7,"E","E","D"
55.7,"F","D","D"
55.7,"A","D","D"
55.7,"C","B","B"
55.7,"A","D","C"
55.6,"C","C","C"
55.6,"B","D","D"
55.6,"A","E","D"
55.6,"A","B","B"
55.6,"C","E","E"
55.6,"E","C","E"
55.6,"E","E","D"
55.6,"B","C","C"
55.6,"A","D","D"
55.6,"E","E","D"
55.6,"C","B","D"
55.6,"C","C","D"
55.6,"A","D","B"
55.6,"C","C","E"
55.6,"E","D","B"
55.6,"A","B","B"
55.6,"E","E","E"
55.6,"C","D","D"
55.6,"C","B","D"
55.6,NA,NA,NA
55.6,"D","C","C"
55.5,"A","C","B"
55.5,"A","D","D"
55.5,"B","D","F"
55.5,"A","D","E"
55.5,"C","D","D"
55.5,"D","F","E"
55.5,"B","B","C"
55.5,"B","B","C"
55.5,NA,NA,NA
55.4,"B","C","D"
55.4,"A","C","E"
55.4,"A","A","A"
55.4,"D","D","D"
55.4,"C","B","D"
55.4,"D","C","E"
55.4,"F","E","F"
55.4,"A","E","D"
55.4,"B","A","C"
55.4,"A","C","C"
55.4,"B","E","D"
55.3,"A","B","D"
55.3,NA,NA,NA
55.3,"D","D","D"
55.3,"C","E","F"
55.3,"C","D","E"
55.3,"A","A","D"
55.3,"A","D","E"
55.3,"A","A","B"
55.3,"A","B","B"
55.3,"E","E","E"
55.3,"B","E","E"
55.3,"B","B","E"
55.2,"A","B","C"
55.2,"A","E","D"
55.2,"C","B","B"
55.2,"B","D","D"
55.2,"B","D","E"
55.2,"F","E","E"
55.2,"C","D","C"
55.2,"A","B","B"
55.2,"B","B","B"
55.2,"B","C","D"
55.2,"C","D","E"
55.2,"B","D","D"
55.2,"B","D","E"
55.2,"D","C","D"
55.2,"B","C","B"
55.2,"C","D","D"
55.2,"B","E","E"
55.1,"B","A","A"
55.1,"B","D","D"
55.1,"F","D","F"
55.1,"D","D","E"
55.1,"C","A","B"
55.1,"B","B","C"
55.1,"C","B","B"
55.1,"D","F","D"
55.1,"A","D","D"
55.1,"B","B","B"
55.1,"E","E","E"
55.1,"C","D","E"
55.1,"C","E","E"
55.1,"B","E","D"
55.1,"A","B","B"
55,"B","D","D"
55,"A","A","B"
55,"C","E","D"
55,"A","C","C"
55,"B","D","E"
55,"B","C","D"
55,"F","F","F"
55,"C","D","D"
55,"C","D","E"
55,"B","E","D"
55,"A","C","B"
55,"A","C","B"
55,"B","D","B"
55,"A","C","B"
54.9,"B","C","F"
54.9,"B","D","C"
54.9,"B","A","B"
54.9,"A","D","B"
54.9,"D","F","E"
54.9,"D","E","E"
54.9,"A","C","C"
54.9,"C","B","E"
54.9,"C","E","F"
54.9,"C","E","E"
54.9,"B","B","D"
54.9,"B","D","F"
54.9,"B","D","D"
54.9,"B","D","D"
54.9,"F","F","F"
54.8,"F","D","F"
54.8,"B","B","D"
54.8,"B","C","B"
54.8,"A","A","C"
54.8,"B","B","E"
54.8,"C","D","D"
54.8,"B","B","B"
54.8,"C","E","D"
54.8,"C","C","D"
54.8,"B","A","D"
54.8,"A","A","B"
54.8,"B","E","D"
54.8,"B","B","B"
54.8,"C","D","B"
54.8,"C","D","D"
54.8,"E","D","E"
54.8,"A","B","D"
54.7,"A","A","B"
54.7,"A","B","B"
54.7,"G","E","E"
54.7,"A","D","D"
54.7,"A","D","C"
54.7,"B","D","D"
54.7,"B","D","D"
54.7,"C","B","D"
54.7,"A","B","B"
54.7,"A","B","C"
54.7,"A","E","D"
54.7,"F","C","C"
54.6,NA,NA,NA
54.6,"B","C","B"
54.6,"B","B","C"
54.6,"B","D","C"
54.6,"A","B","D"
54.6,"E","D","D"
54.6,"A","C","B"
54.6,"A","B","D"
54.6,"B","C","D"
54.6,"B","C","F"
54.6,"D","E","E"
54.6,"F","E","D"
54.6,"B","E","D"
54.6,"B","D","F"
54.6,"A","D","E"
54.6,"A","A","A"
54.6,NA,NA,NA
54.6,"B","B","C"
54.6,"A","B","D"
54.6,"D","E","D"
54.6,"A","D","D"
54.6,"B","D","C"
54.5,"B","A","B"
54.5,"D","E","D"
54.5,"A","D","E"
54.5,"B","D","E"
54.5,"A","D","B"
54.5,"A","B","B"
54.5,"E","F","E"
54.5,"D","E","F"
54.5,"C","C","E"
54.4,"B","B","C"
54.4,"B","E","F"
54.4,"B","E","C"
54.4,"A","B","B"
54.4,"C","E","D"
54.4,"A","C","D"
54.4,"A","C","D"
54.4,"D","D","D"
54.4,"C","B","E"
54.4,"A","A","A"
54.4,"A","C","C"
54.4,"B","D","E"
54.4,"B","D","E"
54.4,"B","D","D"
54.3,"B","B","E"
54.3,"A","B","B"
54.3,"A","B","E"
54.3,"A","B","C"
54.3,"C","D","F"
54.3,"B","D","D"
54.3,"A","B","E"
54.3,"E","E","E"
54.3,"B","B","C"
54.3,"B","A","D"
54.3,"A","B","D"
54.3,"B","E","E"
54.3,"F","C","D"
54.3,"A","A","B"
54.3,"B","A","B"
54.3,"A","D","D"
54.3,"B","E","E"
54.3,NA,NA,NA
54.3,"A","E","C"
54.3,"A","B","E"
54.3,"A","A","B"
54.3,"E","F","D"
54.2,"B","C","D"
54.2,"A","B","C"
54.2,"B","F","F"
54.2,"D","B","F"
54.2,"E","B","D"
54.2,"A","D","D"
54.2,"B","D","F"
54.2,"A","B","D"
54.2,"A","B","C"
54.2,"B","A","B"
54.2,"A","B","C"
54.2,"B","D","E"
54.2,"A","D","D"
54.2,"B","D","D"
54.2,"A","B","C"
54.2,"E","C","A"
54.2,"C","D","D"
54.2,"A","B","B"
54.2,"F","B","B"
54.1,"A","D","D"
54.1,"A","A","B"
54.1,"A","C","D"
54.1,"B","B","C"
54.1,"A","D","E"
54.1,"C","D","E"
54.1,"A","E","D"
54.1,"A","C","E"
54.1,"D","B","B"
54.1,"A","C","D"
54.1,"A","D","D"
54.1,"D","E","D"
54.1,"B","B","C"
54.1,"B","B","D"
54.1,"B","F","E"
54.1,"F","C","F"
54,"D","B","B"
54,"A","A","A"
54,"C","E","D"
54,"B","D","C"
54,"A","B","B"
54,"A","A","B"
54,"A","C","B"
54,"A","C","E"
54,"B","B","B"
54,"D","E","E"
54,"B","B","D"
54,"B","B","B"
54,"C","D","F"
54,"B","C","E"
54,"B","E","E"
54,"D","D","D"
53.9,"A","D","B"
53.9,"B","D","D"
53.9,"B","D","D"
53.9,"D","E","E"
53.9,"E","E","E"
53.9,"C","D","D"
53.9,"B","D","E"
53.9,"C","D","E"
53.9,"B","D","C"
53.9,"C","D","C"
53.9,"B","B","E"
53.9,"D","D","D"
53.9,"E","E","F"
53.9,"D","D","E"
53.9,"D","E","F"
53.9,"D","E","D"
53.9,"A","B","D"
53.9,"A","B","B"
53.8,"A","B","D"
53.8,"B","B","D"
53.8,"D","A","D"
53.8,"C","A","B"
53.8,"B","B","C"
53.8,"A","E","E"
53.8,NA,NA,NA
53.8,"F","E","E"
53.8,"B","E","D"
53.8,"C","D","B"
53.8,"C","D","F"
53.8,"C","C","D"
53.8,"B","B","D"
53.8,"A","A","D"
53.8,"B","E","D"
53.8,"A","D","D"
53.8,"A","B","B"
53.7,"B","B","D"
53.7,"A","D","D"
53.7,"B","C","D"
53.7,"C","D","D"
53.7,"B","C","C"
53.7,"C","D","D"
53.7,"A","C","B"
53.7,"B","D","B"
53.7,"E","D","E"
53.7,"F","E","E"
53.6,"B","B","B"
53.6,"A","A","A"
53.6,"B","B","C"
53.6,"C","B","E"
53.6,"E","E","E"
53.6,"B","A","A"
53.6,"D","F","D"
53.6,"C","E","F"
53.6,"A","C","D"
53.6,"C","F","D"
53.6,"A","D","D"
53.6,"A","C","B"
53.6,"B","A","C"
53.6,"B","E","E"
53.6,"B","E","D"
53.6,"B","E","F"
53.5,"C","D","D"
53.5,"A","B","B"
53.5,"A","B","B"
53.5,"C","D","D"
53.5,"D","E","E"
53.5,"E","E","E"
53.5,"A","B","B"
53.5,"C","A","B"
53.5,"B","B","B"
53.5,"D","E","E"
53.5,"F","D","E"
53.4,"B","E","D"
53.4,"A","B","B"
53.4,"C","D","F"
53.4,"C","D","D"
53.4,"A","A","B"
53.4,"A","A","D"
53.4,"A","A","C"
53.4,"F","E","F"
53.4,"E","E","F"
53.4,"C","A","A"
53.4,"B","A","B"
53.3,"A","D","C"
53.3,"A","D","B"
53.3,"A","C","B"
53.3,"C","B","C"
53.3,"A","D","D"
53.3,"B","D","D"
53.3,"A","B","C"
53.3,"C","D","D"
53.3,"C","D","D"
53.3,"C","B","B"
53.3,"A","A","A"
53.3,"A","D","D"
53.3,"C","B","B"
53.3,"B","E","C"
53.3,"E","E","E"
53.3,"A","A","A"
53.3,"C","A","A"
53.3,"B","C","B"
53.3,"A","F","F"
53.3,"A","B","B"
53.3,"C","D","E"
53.3,"D","D","E"
53.2,"B","B","B"
53.2,"E","D","F"
53.2,"C","D","D"
53.2,"B","C","B"
53.2,"C","A","A"
53.2,"B","B","B"
53.2,"E","D","B"
53.2,"A","A","A"
53.2,"A","A","D"
53.2,"E","E","D"
53.2,"F","F","F"
53.2,"E","E","E"
53.2,"B","B","B"
53.2,"C","D","E"
53.2,"D","E","C"
53.2,"C","B","E"
53.2,"C","C","D"
53.2,"B","A","B"
53.2,"A","D","E"
53.2,"C","C","D"
53.2,"A","B","C"
53.2,"B","B","D"
53.2,"A","D","C"
53.1,"B","D","B"
53.1,"C","A","D"
53.1,"A","E","D"
53.1,"A","E","B"
53.1,"B","D","F"
53.1,"A","A","B"
53.1,"A","C","B"
53.1,"C","D","E"
53.1,"C","B","B"
53.1,"E","E","E"
53.1,"C","D","E"
53.1,"C","C","C"
53.1,"B","D","D"
53.1,"C","D","D"
53.1,"B","C","B"
53.1,"D","E","F"
53.1,"C","C","D"
53.1,"B","C","B"
53.1,"D","E","B"
53.1,"C","D","E"
53,"A","D","D"
53,"B","D","D"
53,"A","B","B"
53,"A","B","B"
53,"C","B","B"
53,"A","B","B"
53,"A","B","B"
53,"B","B","D"
53,"A","E","C"
53,"E","D","D"
53,"E","D","E"
53,"D","A","B"
53,"B","C","B"
53,"A","B","D"
53,"E","D","D"
53,"A","D","D"
53,"F","E","E"
53,"B","A","B"
53,"E","E","D"
53,"A","B","B"
53,"A","E","D"
53,"A","A","B"
52.9,"A","E","D"
52.9,"A","C","E"
52.9,"A","B","C"
52.9,"E","E","D"
52.9,"B","D","E"
52.9,"F","E","E"
52.9,"B","B","B"
52.9,"B","D","D"
52.9,"E","E","E"
52.8,"B","C","D"
52.8,"A","B","E"
52.8,"A","D","B"
52.8,"A","D","F"
52.8,"E","D","F"
52.8,"E","E","E"
52.8,"C","D","E"
52.8,"B","E","D"
52.8,"A","B","B"
52.8,"F","E","E"
52.8,"D","D","D"
52.8,"B","B","B"
52.7,"C","D","D"
52.7,"B","B","D"
52.7,"C","D","E"
52.7,"A","A","B"
52.7,"A","B","C"
52.7,"B","E","E"
52.7,"A","C","B"
52.7,"E","D","E"
52.6,"B","B","B"
52.6,"B","E","E"
52.6,"A","C","C"
52.6,"C","F","F"
52.6,"A","B","B"
52.6,"F","D","D"
52.6,"C","D","D"
52.6,"B","B","B"
52.6,"B","D","D"
52.6,"D","D","D"
52.6,"A","D","D"
52.6,"F","F","F"
52.6,"B","E","D"
52.5,"A","B","B"
52.5,"A","B","C"
52.5,"G","E","E"
52.5,"C","D","D"
52.5,"B","C","D"
52.5,"D","D","E"
52.5,"A","D","E"
52.5,"C","D","E"
52.5,"F","C","B"
52.5,NA,NA,NA
52.5,"B","D","E"
52.5,"B","C","B"
52.5,"A","B","B"
52.5,"E","C","C"
52.4,"A","C","B"
52.4,"A","D","D"
52.4,"A","C","B"
52.4,"A","B","B"
52.4,"A","C","B"
52.4,"C","E","D"
52.4,"D","E","E"
52.4,"B","D","D"
52.4,"C","D","D"
52.4,"B","E","E"
52.4,"B","A","D"
52.4,"A","C","C"
52.4,"A","B","A"
52.4,"B","C","B"
52.4,"A","B","B"
52.4,"D","D","E"
52.4,"B","E","E"
52.4,"C","A","C"
52.4,"A","A","D"
52.4,"B","C","C"
52.4,"E","D","B"
52.4,"E","D","E"
52.4,"F","E","E"
52.3,"B","D","D"
52.3,"A","D","B"
52.3,"D","D","E"
52.3,"C","A","E"
52.3,"D","B","D"
52.3,"E","F","E"
52.3,"B","B","C"
52.3,"B","D","D"
52.3,"B","C","C"
52.3,"E","C","E"
52.3,"A","B","C"
52.3,"A","E","D"
52.3,"C","D","D"
52.3,"B","F","B"
52.3,"C","B","F"
52.2,"B","D","D"
52.2,"A","B","C"
52.2,"B","B","E"
52.2,"A","D","B"
52.2,"A","D","B"
52.2,"C","E","D"
52.2,"D","E","B"
52.2,"A","D","F"
52.2,"A","B","D"
52.2,"C","C","C"
52.2,"A","D","D"
52.2,"A","B","C"
52.2,"A","E","B"
52.2,"A","E","F"
52.2,"D","F","C"
52.2,"E","E","F"
52.2,"A","B","B"
52.2,"C","A","B"
52.1,"A","A","A"
52.1,"B","B","D"
52.1,"B","C","D"
52.1,"A","B","C"
52.1,"A","B","B"
52.1,"A","B","D"
52.1,"B","F","D"
52.1,"E","E","F"
52.1,"D","D","D"
52.1,"F","E","E"
52.1,"C","B","C"
52.1,"B","B","B"
52.1,"B","C","B"
52.1,"C","D","F"
52.1,"A","A","B"
52.1,"A","B","D"
52.1,"B","D","D"
52.1,"B","B","F"
52,"A","C","B"
52,"A","B","A"
52,"D","D","F"
52,"B","D","C"
52,"B","C","E"
52,"C","D","E"
52,"B","B","D"
52,"B","D","C"
52,"D","F","F"
52,"A","B","C"
52,"F","F","F"
52,"B","A","B"
51.9,"B","D","D"
51.9,"A","B","B"
51.9,"C","E","C"
51.9,"A","E","B"
51.9,"B","E","E"
51.9,"D","E","E"
51.9,"B","B","C"
51.9,"A","B","B"
51.9,"B","C","B"
51.9,"A","C","C"
51.8,"B","B","B"
51.8,"B","B","D"
51.8,"B","D","D"
51.8,"C","B","B"
51.8,"C","C","E"
51.8,"E","D","D"
51.8,"B","B","C"
51.8,"E","C","C"
51.8,"B","B","B"
51.8,"A","D","D"
51.8,"E","A","B"
51.8,"F","D","E"
51.8,"E","F","D"
51.7,"A","C","D"
51.7,"C","B","E"
51.7,"B","A","A"
51.7,"C","D","E"
51.7,"B","D","D"
51.7,"B","D","C"
51.7,"D","C","F"
51.7,"A","C","E"
51.7,"B","C","D"
51.7,"B","D","B"
51.7,"B","E","E"
51.7,"A","B","B"
51.7,"A","C","C"
51.7,"A","B","C"
51.7,"B","B","B"
51.7,"F","E","F"
51.7,"B","B","D"
51.7,"A","D","C"
51.6,"A","A","D"
51.6,"D","E","C"
51.6,"A","B","D"
51.6,"F","E","E"
51.6,"A","D","D"
51.6,"A","D","D"
51.6,"B","D","D"
51.6,"C","C","E"
51.6,"D","F","F"
51.6,"A","C","B"
51.6,"B","D","E"
51.6,"A","B","C"
51.6,"A","B","B"
51.6,"F","E","E"
51.6,"E","E","F"
51.6,"A","B","D"
51.5,"A","C","B"
51.5,"B","C","D"
51.5,"A","D","E"
51.5,"B","C","E"
51.5,"A","D","D"
51.5,"C","E","F"
51.5,"A","A","D"
51.4,NA,NA,NA
51.4,"A","A","D"
51.4,"B","C","D"
51.4,"A","B","B"
51.4,"A","A","B"
51.4,"C","D","E"
51.4,"F","F","D"
51.4,"B","C","B"
51.4,"C","D","E"
51.4,"G","F","F"
51.4,"B","F","E"
51.4,"A","D","B"
51.4,"B","B","B"
51.4,"A","D","E"
51.4,"A","B","C"
51.4,"A","B","B"
51.4,"C","D","D"
51.4,"B","C","C"
51.4,"C","E","E"
51.4,"A","D","D"
51.3,"C","D","D"
51.3,"B","A","B"
51.3,"A","D","D"
51.3,"B","B","B"
51.3,"F","F","D"
51.3,"B","E","D"
51.3,"E","C","E"
51.3,"E","D","D"
51.3,"D","D","D"
51.3,"C","D","D"
51.3,"A","B","B"
51.3,"B","B","D"
51.3,"A","B","B"
51.3,"B","C","C"
51.3,"A","B","E"
51.3,"A","F","B"
51.3,"C","B","B"
51.3,"B","C","E"
51.2,"C","F","D"
51.2,"A","B","B"
51.2,"A","D","D"
51.2,"A","A","C"
51.2,"B","C","D"
51.2,"A","A","A"
51.2,"D","E","F"
51.2,"C","B","C"
51.2,"A","B","B"
51.2,"B","E","E"
51.2,"E","E","D"
51.2,"A","B","A"
51.2,"A","B","B"
51.2,"A","A","C"
51.2,"A","D","D"
51.2,"B","E","E"
51.2,"B","D","E"
51.1,"B","B","D"
51.1,"B","D","E"
51.1,"E","D","F"
51.1,"B","B","C"
51.1,"B","B","D"
51.1,"C","B","B"
51.1,"E","F","F"
51.1,"G","E","F"
51.1,"A","B","C"
51.1,"C","D","D"
51.1,"B","C","E"
51.1,"E","B","B"
51.1,"C","B","F"
51.1,"F","D","D"
51,"A","A","B"
51,"B","B","B"
51,"B","B","E"
51,"D","E","E"
51,"C","D","D"
51,"E","F","E"
51,"A","A","A"
51,"B","D","D"
51,"E","D","D"
51,"A","D","D"
51,"A","E","D"
51,"A","D","D"
51,"A","B","B"
51,"B","B","B"
51,"F","F","E"
51,"B","B","B"
50.9,"A","B","B"
50.9,"A","E","C"
50.9,"B","E","D"
50.9,"B","C","E"
50.9,"E","D","F"
50.9,"D","F","D"
50.9,"B","B","A"
50.9,"E","E","F"
50.9,"A","D","B"
50.9,"C","D","B"
50.8,"B","B","B"
50.8,"A","B","B"
50.8,"A","D","D"
50.8,"B","B","B"
50.8,"A","B","B"
50.8,"F","F","E"
50.8,"B","C","E"
50.8,"A","C","C"
50.8,"A","A","A"
50.8,"C","B","D"
50.8,"E","F","F"
50.8,"A","A","B"
50.8,"A","E","E"
50.8,"C","D","F"
50.8,"C","E","D"
50.8,"E","D","D"
50.8,"B","B","B"
50.8,"A","D","C"
50.8,"B","E","E"
50.8,"C","D","D"
50.7,"A","B","C"
50.7,"A","B","D"
50.7,"D","A","C"
50.7,"C","D","D"
50.7,"A","D","D"
50.7,"C","F","E"
50.7,"A","B","C"
50.7,"C","D","D"
50.7,"B","A","B"
50.7,"C","C","D"
50.7,"C","B","B"
50.7,"A","B","D"
50.7,"B","D","D"
50.6,"E","D","E"
50.6,"A","C","E"
50.6,"B","B","B"
50.6,"B","B","D"
50.6,"G","F","F"
50.6,"D","C","D"
50.6,"C","D","B"
50.6,"B","D","D"
50.6,"B","E","F"
50.6,"A","B","B"
50.6,"A","A","B"
50.6,"B","D","C"
50.6,"A","D","C"
50.6,"B","B","C"
50.6,NA,NA,NA
50.6,"D","D","E"
50.6,"B","E","F"
50.6,"E","D","E"
50.5,"B","B","D"
50.5,"A","A","A"
50.5,"C","C","E"
50.5,"A","B","B"
50.5,"A","B","B"
50.5,"A","B","C"
50.5,"C","B","B"
50.5,"B","D","F"
50.5,"C","D","E"
50.5,"C","E","E"
50.5,"D","F","E"
50.5,"B","B","B"
50.5,"B","E","D"
50.5,"B","D","E"
50.5,"A","B","B"
50.5,"C","D","B"
50.5,"A","B","E"
50.5,"D","D","C"
50.5,"A","B","C"
50.5,"B","B","B"
50.5,"A","A","D"
50.4,"A","B","E"
50.4,"B","B","B"
50.4,"D","C","C"
50.4,"A","C","B"
50.4,"B","D","D"
50.4,"A","A","B"
50.4,"A","A","B"
50.4,"F","E","E"
50.4,"C","D","D"
50.4,"B","B","A"
50.4,"B","B","E"
50.4,"A","A","B"
50.4,"C","D","D"
50.4,"B","D","D"
50.4,"A","B","B"
50.4,"F","F","E"
50.4,"A","B","D"
50.4,"E","D","D"
50.4,NA,NA,NA
50.3,"A","C","C"
50.3,"A","A","A"
50.3,"B","A","B"
50.3,"A","B","D"
50.3,"D","E","E"
50.3,"F","E","E"
50.3,"E","B","B"
50.3,"A","A","A"
50.3,"C","D","F"
50.3,"C","B","C"
50.3,"B","B","E"
50.3,"D","D","B"
50.3,NA,NA,NA
50.3,"A","F","D"
50.3,"C","E","F"
50.3,"A","B","D"
50.3,"B","B","B"
50.2,"B","B","C"
50.2,"A","C","C"
50.2,"A","B","C"
50.2,"B","B","F"
50.2,"C","D","C"
50.2,"A","B","B"
50.2,"D","E","E"
50.2,"A","C","C"
50.2,"B","B","A"
50.2,"B","B","D"
50.2,"B","B","B"
50.2,"A","B","E"
50.2,"A","B","B"
50.2,"A","B","B"
50.2,"B","B","B"
50.2,"A","B","B"
50.2,"B","D","E"
50.2,"B","D","D"
50.2,"C","E","B"
50.2,"A","D","D"
50.1,"A","E","C"
50.1,"A","C","E"
50.1,"A","A","A"
50.1,"C","B","C"
50.1,"A","A","A"
50.1,"A","B","B"
50.1,"B","C","B"
50.1,"A","B","A"
50.1,"E","F","E"
